Order ID,Order Date,Ship Date,Region,Segment,Ship Mode,Category,Sub-Category,Quantity,Sales,Discount,Profit
ORD-10481,2025-10-30,2025-11-02,South,Consumer,Standard Class,Technology,Monitors,3,531.92,0.05,144.51
ORD-10482,2025-04-02,2025-04-04,South,Home Office,Standard Class,Office Supplies,Art,6,653.62,0.0,294.13
ORD-10483,2025-10-18,2025-10-21,Central,Consumer,Standard Class,Furniture,Storage,6,286.48,0.0,94.15
ORD-10484,2025-06-18,2025-06-21,East,Corporate,First Class,Office Supplies,Paper,4,61.59,0.2,27.72
ORD-10485,2025-03-26,2025-03-29,East,Consumer,Second Class,Office Supplies,Binders,5,507.6,0.0,169.42
ORD-10486,2025-05-02,2025-05-06,Central,Corporate,Standard Class,Office Supplies,Labels,4,478.51,0.0,199.83
ORD-10487,2025-07-13,2025-07-18,East,Home Office,First Class,Technology,Monitors,6,3496.5,0.05,923.03
ORD-10488,2025-10-07,2025-10-08,Central,Consumer,Same Day,Office Supplies,Binders,5,523.06,0.05,235.38
ORD-10489,2025-08-10,2025-08-11,Central,Corporate,Standard Class,Office Supplies,Art,1,116.25,0.0,45.96
ORD-10490,2025-12-07,2025-12-09,East,Corporate,Standard Class,Office Supplies,Paper,6,66.68,0.0,24.66
ORD-10491,2025-11-13,2025-11-17,West,Consumer,Standard Class,Office Supplies,Art,6,495.47,0.15,231.88
ORD-10492,2025-10-02,2025-10-03,East,Corporate,Standard Class,Furniture,Tables,2,135.5,0.2,39.78
ORD-10493,2025-08-09,2025-08-14,South,Home Office,First Class,Technology,Monitors,6,2758.09,0.0,1041.15
ORD-10494,2025-04-16,2025-04-20,West,Home Office,Second Class,Office Supplies,Binders,5,317.06,0.15,123.36
ORD-10495,2025-05-31,2025-06-04,South,Home Office,Standard Class,Office Supplies,Art,3,211.87,0.15,78.57
ORD-10496,2025-02-13,2025-02-16,East,Consumer,Standard Class,Office Supplies,Binders,3,263.72,0.0,84.77
ORD-10497,2025-05-17,2025-05-21,West,Corporate,First Class,Office Supplies,Binders,3,216.37,0.1,94.64
ORD-10498,2025-12-05,2025-12-09,West,Consumer,Standard Class,Office Supplies,Labels,4,252.91,0.1,100.39
ORD-10499,2025-06-05,2025-06-10,East,Corporate,Same Day,Technology,Monitors,6,507.1,0.15,130.01
ORD-10500,2025-02-11,2025-02-14,West,Corporate,Standard Class,Furniture,Tables,4,1575.33,0.05,633.66
ORD-10501,2025-08-26,2025-08-27,East,Corporate,Standard Class,Technology,Accessories,5,931.84,0.1,225.24
ORD-10502,2025-12-18,2025-12-22,West,Consumer,First Class,Office Supplies,Labels,2,18.68,0.05,7.2
ORD-10503,2025-11-13,2025-11-18,Central,Corporate,Standard Class,Technology,Monitors,4,348.8,0.15,87.79
ORD-10504,2025-04-11,2025-04-15,East,Consumer,First Class,Technology,Laptops,6,2490.45,0.1,624.46
ORD-10505,2025-06-15,2025-06-17,East,Corporate,Standard Class,Office Supplies,Binders,5,401.1,0.15,180.17
ORD-10506,2025-07-13,2025-07-14,South,Consumer,Second Class,Furniture,Bookcases,1,389.21,0.15,93.21
ORD-10507,2025-04-01,2025-04-04,West,Consumer,Standard Class,Technology,Monitors,2,470.3,0.15,119.81
ORD-10508,2025-04-09,2025-04-11,Central,Consumer,Standard Class,Furniture,Storage,2,684.7,0.1,199.51
ORD-10509,2025-03-28,2025-03-31,East,Consumer,Second Class,Furniture,Tables,6,2284.25,0.0,754.29
ORD-10510,2025-12-30,2026-01-03,South,Consumer,First Class,Furniture,Chairs,3,1016.43,0.05,366.49
ORD-10511,2025-09-30,2025-10-02,Central,Consumer,Second Class,Office Supplies,Art,3,169.02,0.1,53.76
ORD-10512,2025-11-03,2025-11-06,West,Consumer,Standard Class,Technology,Accessories,5,3865.63,0.1,1294.82
ORD-10513,2025-10-26,2025-10-31,West,Corporate,First Class,Furniture,Storage,1,245.06,0.1,75.41
ORD-10514,2025-12-17,2025-12-20,South,Home Office,First Class,Technology,Laptops,4,3131.75,0.0,873.37
ORD-10515,2025-02-08,2025-02-13,East,Home Office,Second Class,Technology,Laptops,5,3751.73,0.15,903.69
ORD-10516,2025-11-18,2025-11-20,East,Home Office,Standard Class,Office Supplies,Labels,2,38.62,0.0,12.77
ORD-10517,2025-01-25,2025-01-28,West,Consumer,Standard Class,Office Supplies,Labels,3,322.97,0.1,133.72
ORD-10518,2025-06-23,2025-06-28,West,Corporate,Standard Class,Furniture,Bookcases,1,473.02,0.0,143.29
ORD-10519,2025-08-05,2025-08-08,Central,Home Office,Second Class,Furniture,Chairs,7,1456.1,0.15,387.55
ORD-10520,2025-05-11,2025-05-15,East,Home Office,Standard Class,Technology,Laptops,3,244.44,0.1,68.69
ORD-10521,2025-02-23,2025-02-26,Central,Consumer,Standard Class,Technology,Phones,1,133.47,0.1,29.2
ORD-10522,2025-03-12,2025-03-13,East,Consumer,Second Class,Furniture,Chairs,6,3215.73,0.0,960.41
ORD-10523,2025-10-29,2025-11-03,South,Consumer,First Class,Technology,Accessories,2,864.59,0.0,159.62
ORD-10524,2025-04-27,2025-04-30,West,Consumer,Same Day,Furniture,Bookcases,1,428.96,0.0,113.66
ORD-10525,2025-04-24,2025-04-25,West,Corporate,Standard Class,Technology,Laptops,7,2145.96,0.1,901.5
ORD-10526,2025-12-04,2025-12-08,South,Consumer,Standard Class,Technology,Phones,5,1412.33,0.0,463.68
ORD-10527,2025-02-22,2025-02-26,East,Corporate,Second Class,Technology,Laptops,5,3034.95,0.15,767.05
ORD-10528,2025-12-01,2025-12-02,West,Consumer,Standard Class,Office Supplies,Binders,3,13.09,0.2,5.98
ORD-10529,2025-12-03,2025-12-07,South,Home Office,Second Class,Furniture,Bookcases,5,865.22,0.2,178.71
ORD-10530,2025-08-07,2025-08-09,West,Home Office,Second Class,Furniture,Storage,3,688.4,0.0,251.86
ORD-10531,2025-03-02,2025-03-04,East,Corporate,Second Class,Office Supplies,Labels,1,101.58,0.0,35.16
ORD-10532,2025-02-26,2025-03-01,West,Corporate,Standard Class,Furniture,Storage,1,490.3,0.1,147.34
ORD-10533,2025-04-14,2025-04-15,South,Consumer,Standard Class,Technology,Laptops,7,5145.51,0.05,1312.36
ORD-10534,2025-07-30,2025-08-02,West,Corporate,Standard Class,Technology,Phones,2,788.07,0.1,217.6
ORD-10535,2025-02-26,2025-03-01,West,Consumer,Standard Class,Technology,Accessories,4,3298.02,0.0,1144.4
ORD-10536,2025-06-16,2025-06-19,South,Home Office,Second Class,Technology,Accessories,3,1542.39,0.15,396.05
ORD-10537,2025-02-12,2025-02-17,Central,Corporate,Standard Class,Office Supplies,Binders,2,73.69,0.2,28.1
ORD-10538,2025-07-17,2025-07-18,West,Consumer,First Class,Office Supplies,Labels,1,77.41,0.1,25.55
ORD-10539,2025-01-08,2025-01-10,East,Consumer,Standard Class,Office Supplies,Binders,1,7.71,0.15,2.71
ORD-10540,2025-09-16,2025-09-18,East,Corporate,Standard Class,Office Supplies,Binders,6,547.79,0.1,214.2
ORD-10541,2025-01-21,2025-01-26,Central,Corporate,First Class,Technology,Monitors,6,4552.49,0.15,1391.83
ORD-10542,2025-03-13,2025-03-14,East,Consumer,Standard Class,Technology,Phones,7,1340.01,0.1,257.05
ORD-10543,2025-03-05,2025-03-06,East,Home Office,Same Day,Office Supplies,Paper,7,393.43,0.15,142.68
ORD-10544,2025-10-31,2025-11-01,West,Home Office,Standard Class,Furniture,Storage,2,241.18,0.1,77.2
ORD-10545,2025-01-20,2025-01-24,Central,Corporate,Standard Class,Furniture,Chairs,6,1547.92,0.0,417.19
ORD-10546,2025-06-06,2025-06-11,Central,Consumer,Standard Class,Office Supplies,Labels,7,558.25,0.1,202.86
ORD-10547,2025-08-04,2025-08-07,South,Consumer,Standard Class,Office Supplies,Labels,7,399.52,0.1,172.42
ORD-10548,2025-07-08,2025-07-10,East,Home Office,Standard Class,Office Supplies,Labels,4,233.38,0.15,92.44
ORD-10549,2025-09-06,2025-09-08,South,Consumer,Standard Class,Office Supplies,Binders,3,148.47,0.15,46.88
ORD-10550,2025-10-21,2025-10-26,East,Home Office,Standard Class,Office Supplies,Paper,6,169.13,0.0,65.87
ORD-10551,2025-05-24,2025-05-25,South,Corporate,First Class,Technology,Phones,4,2146.52,0.0,604.58
ORD-10552,2025-10-30,2025-11-02,South,Home Office,Standard Class,Furniture,Chairs,2,251.66,0.15,50.04
ORD-10553,2025-04-27,2025-05-02,East,Consumer,Standard Class,Furniture,Storage,1,192.63,0.1,64.74
ORD-10554,2025-12-26,2025-12-29,East,Consumer,Standard Class,Technology,Monitors,1,191.9,0.0,48.58
ORD-10555,2025-07-04,2025-07-07,West,Consumer,First Class,Furniture,Bookcases,2,857.74,0.15,235.86
ORD-10556,2025-09-26,2025-10-01,West,Corporate,Second Class,Technology,Laptops,5,1530.25,0.05,490.11
ORD-10557,2025-11-16,2025-11-18,South,Corporate,Second Class,Furniture,Bookcases,7,2549.69,0.1,689.59
ORD-10558,2025-10-17,2025-10-19,Central,Home Office,Standard Class,Technology,Monitors,6,3467.46,0.0,957.33
ORD-10559,2025-11-07,2025-11-12,West,Corporate,Standard Class,Technology,Phones,7,4539.55,0.05,1440.65
ORD-10560,2025-07-15,2025-07-16,West,Corporate,First Class,Technology,Phones,7,1407.01,0.05,540.23
ORD-10561,2025-01-16,2025-01-21,Central,Consumer,Second Class,Furniture,Tables,4,243.1,0.0,89.77
ORD-10562,2025-06-29,2025-07-01,East,Consumer,Second Class,Furniture,Storage,6,1508.85,0.1,365.44
ORD-10563,2025-03-08,2025-03-10,West,Consumer,Standard Class,Office Supplies,Paper,1,7.23,0.1,3.13
ORD-10564,2025-11-21,2025-11-23,South,Consumer,Standard Class,Technology,Phones,7,1390.68,0.1,435.33
ORD-10565,2025-03-28,2025-04-02,Central,Corporate,Standard Class,Technology,Monitors,1,103.68,0.05,18.28
ORD-10566,2025-03-25,2025-03-28,East,Consumer,Standard Class,Technology,Laptops,6,4681.95,0.0,1370.23
ORD-10567,2025-04-02,2025-04-05,Central,Consumer,Second Class,Technology,Phones,6,2653.6,0.1,800.72
ORD-10568,2025-08-23,2025-08-27,West,Corporate,Standard Class,Office Supplies,Paper,5,490.38,0.15,224.75
ORD-10569,2025-07-28,2025-08-02,West,Consumer,Standard Class,Technology,Accessories,1,709.52,0.1,171.02
ORD-10570,2025-12-13,2025-12-15,West,Consumer,Standard Class,Office Supplies,Labels,7,49.03,0.0,19.02
ORD-10571,2025-06-01,2025-06-02,East,Home Office,Standard Class,Office Supplies,Binders,4,124.24,0.1,37.76
ORD-10572,2025-04-14,2025-04-18,West,Home Office,Standard Class,Office Supplies,Art,1,36.43,0.0,16.04
ORD-10573,2025-01-18,2025-01-22,South,Corporate,Standard Class,Office Supplies,Binders,3,287.0,0.1,102.28
ORD-10574,2025-01-03,2025-01-04,South,Corporate,Standard Class,Technology,Phones,1,94.46,0.05,26.67
ORD-10575,2025-05-17,2025-05-21,East,Home Office,Standard Class,Technology,Laptops,6,4812.33,0.1,1354.27
ORD-10576,2025-12-04,2025-12-08,Central,Consumer,Standard Class,Furniture,Storage,7,726.52,0.05,200.96
ORD-10577,2025-07-11,2025-07-13,East,Home Office,Standard Class,Furniture,Storage,2,523.79,0.0,184.58
ORD-10578,2025-11-23,2025-11-28,West,Corporate,First Class,Office Supplies,Art,1,29.08,0.05,11.17
ORD-10579,2025-02-07,2025-02-12,West,Consumer,Standard Class,Furniture,Storage,2,518.11,0.05,235.62
ORD-10580,2025-02-04,2025-02-07,East,Corporate,Same Day,Office Supplies,Art,4,247.31,0.0,100.39
ORD-10581,2025-11-01,2025-11-05,East,Home Office,Standard Class,Technology,Accessories,1,504.86,0.15,141.22
ORD-10582,2025-02-08,2025-02-09,West,Consumer,Standard Class,Furniture,Storage,3,680.06,0.05,226.58
ORD-10583,2025-01-19,2025-01-20,West,Home Office,First Class,Office Supplies,Art,4,250.36,0.15,85.25
ORD-10584,2025-05-28,2025-05-29,East,Consumer,Standard Class,Furniture,Chairs,3,949.2,0.1,324.95
ORD-10585,2025-12-04,2025-12-05,Central,Home Office,Standard Class,Technology,Laptops,6,4409.75,0.0,1061.36
ORD-10586,2025-09-09,2025-09-10,South,Consumer,Second Class,Furniture,Bookcases,7,1879.78,0.05,541.22
ORD-10587,2025-02-06,2025-02-08,Central,Corporate,Standard Class,Furniture,Bookcases,6,1259.73,0.05,399.09
ORD-10588,2025-11-02,2025-11-03,South,Corporate,Standard Class,Furniture,Tables,1,405.37,0.05,80.87
ORD-10589,2025-11-04,2025-11-05,South,Corporate,First Class,Furniture,Bookcases,7,759.98,0.1,293.96
ORD-10590,2025-10-20,2025-10-21,Central,Corporate,Same Day,Furniture,Chairs,7,2938.75,0.05,1093.79
ORD-10591,2025-11-26,2025-11-27,East,Corporate,Standard Class,Furniture,Chairs,1,338.13,0.1,101.05
ORD-10592,2025-03-29,2025-03-31,East,Home Office,Second Class,Furniture,Tables,4,1109.22,0.05,394.82
ORD-10593,2025-12-24,2025-12-29,East,Corporate,Same Day,Technology,Phones,7,4360.58,0.05,1361.03
ORD-10594,2025-04-28,2025-04-29,West,Consumer,Same Day,Technology,Accessories,2,1703.14,0.05,519.71
ORD-10595,2025-10-20,2025-10-22,West,Consumer,Standard Class,Technology,Phones,3,2221.35,0.1,772.44
ORD-10596,2025-07-31,2025-08-05,South,Corporate,Second Class,Furniture,Bookcases,1,263.33,0.0,84.28
ORD-10597,2025-10-12,2025-10-16,South,Consumer,Standard Class,Technology,Laptops,7,2274.58,0.2,686.65
ORD-10598,2025-08-18,2025-08-21,South,Corporate,Standard Class,Technology,Monitors,5,661.38,0.0,148.47
ORD-10599,2025-08-23,2025-08-27,Central,Consumer,Standard Class,Furniture,Chairs,6,1446.37,0.15,272.96
ORD-10600,2025-08-13,2025-08-14,South,Corporate,Second Class,Office Supplies,Art,3,304.55,0.05,113.75
ORD-10601,2025-10-12,2025-10-15,South,Corporate,Standard Class,Furniture,Tables,4,403.87,0.2,96.88
ORD-10602,2025-09-27,2025-10-02,South,Corporate,Second Class,Office Supplies,Art,2,196.45,0.1,58.23
ORD-10603,2025-02-19,2025-02-21,West,Corporate,Second Class,Office Supplies,Paper,7,518.51,0.15,212.87
ORD-10604,2025-10-29,2025-10-31,East,Corporate,Second Class,Furniture,Bookcases,7,1243.46,0.05,438.07
ORD-10605,2025-07-15,2025-07-18,South,Consumer,Standard Class,Technology,Phones,7,3282.51,0.1,856.01
ORD-10606,2025-04-28,2025-04-29,Central,Corporate,Standard Class,Furniture,Bookcases,2,238.59,0.15,59.78
ORD-10607,2025-07-07,2025-07-10,South,Consumer,Second Class,Technology,Monitors,2,249.45,0.0,68.17
ORD-10608,2025-12-19,2025-12-22,Central,Home Office,Second Class,Office Supplies,Paper,4,307.14,0.15,125.92
ORD-10609,2025-11-10,2025-11-11,Central,Consumer,First Class,Furniture,Bookcases,1,247.54,0.2,56.34
ORD-10610,2025-11-01,2025-11-06,Central,Consumer,Standard Class,Office Supplies,Art,2,189.56,0.2,61.87
ORD-10611,2025-06-18,2025-06-22,West,Corporate,Standard Class,Technology,Phones,5,4088.74,0.0,714.49
ORD-10612,2025-10-14,2025-10-15,East,Corporate,First Class,Technology,Accessories,5,4199.01,0.0,1039.02
ORD-10613,2025-05-21,2025-05-23,West,Consumer,Standard Class,Office Supplies,Labels,4,180.32,0.05,73.13
ORD-10614,2025-09-08,2025-09-09,East,Corporate,Standard Class,Furniture,Tables,6,277.75,0.0,89.38
ORD-10615,2025-08-22,2025-08-26,Central,Consumer,Second Class,Office Supplies,Labels,1,56.04,0.15,24.75
ORD-10616,2025-04-02,2025-04-03,East,Home Office,First Class,Technology,Phones,7,4837.72,0.1,1341.78
ORD-10617,2025-04-08,2025-04-11,East,Consumer,Standard Class,Technology,Accessories,5,3639.92,0.05,1256.54
ORD-10618,2025-01-23,2025-01-28,East,Consumer,Standard Class,Technology,Laptops,2,1097.92,0.0,296.15
ORD-10619,2025-02-21,2025-02-25,East,Home Office,Second Class,Technology,Accessories,5,2449.6,0.05,787.63
ORD-10620,2025-06-08,2025-06-13,West,Consumer,Same Day,Technology,Phones,5,3762.58,0.05,761.11
ORD-10621,2025-06-24,2025-06-27,West,Corporate,Standard Class,Technology,Monitors,7,2336.01,0.0,470.94
ORD-10622,2025-03-02,2025-03-04,South,Corporate,Standard Class,Technology,Accessories,3,1985.52,0.15,414.47
ORD-10623,2025-06-02,2025-06-07,South,Home Office,Second Class,Furniture,Bookcases,7,3335.24,0.0,1141.82
ORD-10624,2025-08-09,2025-08-10,South,Corporate,Same Day,Furniture,Tables,4,1462.12,0.1,488.15
ORD-10625,2025-03-26,2025-03-27,South,Corporate,Standard Class,Furniture,Bookcases,1,509.45,0.05,168.32
ORD-10626,2025-05-04,2025-05-07,West,Consumer,Standard Class,Furniture,Tables,5,925.71,0.1,327.01
ORD-10627,2025-05-15,2025-05-16,West,Corporate,Same Day,Furniture,Tables,5,1897.37,0.05,779.55
ORD-10628,2025-07-04,2025-07-09,South,Consumer,Standard Class,Technology,Accessories,7,713.36,0.1,214.21
ORD-10629,2025-05-14,2025-05-18,Central,Consumer,Second Class,Furniture,Bookcases,7,978.47,0.0,333.92
ORD-10630,2025-09-26,2025-09-30,East,Consumer,Standard Class,Technology,Accessories,5,1186.62,0.0,278.79
ORD-10631,2025-04-30,2025-05-03,Central,Consumer,Second Class,Furniture,Tables,6,1684.08,0.15,351.38
ORD-10632,2025-06-08,2025-06-12,Central,Consumer,First Class,Furniture,Bookcases,7,1860.88,0.15,565.25
ORD-10633,2025-05-19,2025-05-20,West,Home Office,Second Class,Technology,Accessories,3,2414.62,0.0,790.16
ORD-10634,2025-03-08,2025-03-10,South,Home Office,Standard Class,Technology,Monitors,3,2355.66,0.0,813.75
ORD-10635,2025-09-08,2025-09-12,South,Corporate,Second Class,Furniture,Storage,2,193.13,0.2,40.93
ORD-10636,2025-03-27,2025-03-31,South,Consumer,Standard Class,Office Supplies,Labels,1,19.45,0.1,8.7
ORD-10637,2025-04-19,2025-04-23,Central,Corporate,Standard Class,Technology,Accessories,6,4324.41,0.1,1377.51
ORD-10638,2025-10-17,2025-10-18,West,Consumer,Standard Class,Office Supplies,Labels,1,40.81,0.0,9.56
ORD-10639,2025-12-13,2025-12-15,West,Consumer,Standard Class,Furniture,Storage,4,1320.52,0.2,286.72
ORD-10640,2025-09-02,2025-09-03,East,Home Office,Standard Class,Technology,Accessories,3,1672.74,0.1,573.02
ORD-10641,2025-12-01,2025-12-02,West,Consumer,First Class,Office Supplies,Binders,2,79.34,0.1,32.77
ORD-10642,2025-11-08,2025-11-10,East,Home Office,Second Class,Technology,Laptops,1,480.95,0.0,139.24
ORD-10643,2025-06-25,2025-06-26,Central,Home Office,First Class,Furniture,Bookcases,3,303.4,0.2,79.34
ORD-10644,2025-10-09,2025-10-12,West,Home Office,Standard Class,Technology,Laptops,6,1137.9,0.05,287.63
ORD-10645,2025-04-30,2025-05-04,Central,Consumer,Standard Class,Furniture,Tables,2,211.11,0.0,65.68
ORD-10646,2025-06-18,2025-06-20,South,Home Office,First Class,Technology,Laptops,2,679.54,0.15,168.16
ORD-10647,2025-07-15,2025-07-20,West,Corporate,Standard Class,Technology,Phones,1,469.2,0.15,110.71
ORD-10648,2025-12-17,2025-12-18,South,Home Office,Standard Class,Technology,Laptops,5,3998.3,0.0,1307.88
ORD-10649,2025-11-06,2025-11-07,South,Consumer,Same Day,Furniture,Tables,4,1849.53,0.1,681.16
ORD-10650,2025-06-28,2025-07-02,West,Consumer,Standard Class,Technology,Monitors,1,223.95,0.15,52.04
ORD-10651,2025-08-27,2025-08-30,South,Corporate,Standard Class,Technology,Laptops,5,2285.24,0.05,563.07
ORD-10652,2025-03-15,2025-03-18,South,Home Office,Standard Class,Office Supplies,Paper,4,283.32,0.0,116.83
ORD-10653,2025-10-21,2025-10-24,East,Consumer,First Class,Technology,Monitors,2,405.74,0.1,117.53
ORD-10654,2025-07-21,2025-07-22,West,Consumer,First Class,Furniture,Chairs,4,1725.01,0.15,439.46
ORD-10655,2025-07-14,2025-07-19,East,Consumer,Standard Class,Technology,Monitors,2,1439.97,0.2,464.83
ORD-10656,2025-10-07,2025-10-09,South,Consumer,Standard Class,Technology,Accessories,4,2450.03,0.1,999.6
ORD-10657,2025-08-20,2025-08-23,South,Corporate,Second Class,Office Supplies,Labels,5,393.2,0.1,104.32
ORD-10658,2025-01-27,2025-01-31,East,Consumer,Standard Class,Office Supplies,Labels,3,80.32,0.0,28.65
ORD-10659,2025-04-16,2025-04-18,East,Consumer,Standard Class,Furniture,Storage,2,378.28,0.1,161.22
ORD-10660,2025-03-06,2025-03-08,Central,Consumer,Second Class,Technology,Laptops,2,1584.76,0.1,480.39
ORD-10661,2025-09-26,2025-09-28,Central,Corporate,Standard Class,Technology,Laptops,5,3040.58,0.05,984.56
ORD-10662,2025-01-13,2025-01-16,West,Consumer,Standard Class,Office Supplies,Labels,7,58.04,0.1,24.85
ORD-10663,2025-03-15,2025-03-16,Central,Consumer,Standard Class,Office Supplies,Labels,1,8.23,0.0,3.7
ORD-10664,2025-08-07,2025-08-08,East,Corporate,Second Class,Technology,Accessories,6,2103.09,0.1,684.67
ORD-10665,2025-09-11,2025-09-16,Central,Home Office,Second Class,Office Supplies,Paper,7,324.52,0.1,146.03
ORD-10666,2025-07-03,2025-07-04,South,Home Office,Same Day,Office Supplies,Binders,4,134.73,0.2,51.15
ORD-10667,2025-11-11,2025-11-13,West,Consumer,First Class,Office Supplies,Art,3,291.05,0.05,136.21
ORD-10668,2025-12-02,2025-12-07,West,Consumer,Same Day,Technology,Accessories,1,737.6,0.1,173.01
ORD-10669,2025-02-18,2025-02-23,East,Consumer,Standard Class,Furniture,Storage,6,1104.96,0.2,190.68
ORD-10670,2025-12-14,2025-12-19,West,Consumer,Standard Class,Office Supplies,Art,5,496.37,0.0,189.83
ORD-10671,2025-08-13,2025-08-14,South,Corporate,First Class,Technology,Laptops,2,957.33,0.1,317.02
ORD-10672,2025-08-21,2025-08-23,Central,Consumer,Second Class,Technology,Accessories,4,1598.71,0.2,410.45
ORD-10673,2025-02-04,2025-02-09,West,Home Office,First Class,Furniture,Tables,4,1297.43,0.15,291.86
ORD-10674,2025-08-15,2025-08-17,South,Consumer,Standard Class,Office Supplies,Art,4,207.84,0.0,93.53
ORD-10675,2025-09-22,2025-09-23,Central,Consumer,Second Class,Technology,Accessories,7,3412.5,0.05,984.89
ORD-10676,2025-07-31,2025-08-01,West,Corporate,Standard Class,Technology,Accessories,4,2732.43,0.05,735.88
ORD-10677,2025-01-31,2025-02-05,South,Consumer,Standard Class,Office Supplies,Art,4,393.34,0.05,177.0
ORD-10678,2025-07-10,2025-07-11,East,Corporate,Standard Class,Technology,Monitors,5,1682.45,0.05,407.35
ORD-10679,2025-12-08,2025-12-13,West,Corporate,Standard Class,Technology,Phones,5,3721.04,0.1,1007.85
ORD-10680,2025-09-22,2025-09-24,Central,Consumer,First Class,Technology,Accessories,6,4655.77,0.0,1174.56
ORD-10681,2025-02-20,2025-02-22,West,Home Office,Standard Class,Furniture,Tables,5,199.36,0.05,55.09
ORD-10682,2025-12-17,2025-12-20,East,Consumer,Same Day,Office Supplies,Paper,1,23.85,0.15,10.44
ORD-10683,2025-12-16,2025-12-18,West,Corporate,Standard Class,Office Supplies,Art,2,184.25,0.1,86.23
ORD-10684,2025-03-03,2025-03-08,East,Consumer,Second Class,Office Supplies,Binders,4,401.81,0.05,164.84
ORD-10685,2025-10-20,2025-10-24,West,Consumer,Standard Class,Office Supplies,Binders,6,682.1,0.0,282.55
ORD-10686,2025-05-29,2025-06-02,West,Corporate,Standard Class,Furniture,Bookcases,5,1693.16,0.1,597.07
ORD-10687,2025-08-05,2025-08-09,West,Home Office,Standard Class,Technology,Accessories,7,1121.13,0.2,374.49
ORD-10688,2025-06-12,2025-06-16,South,Consumer,Standard Class,Technology,Phones,5,2844.88,0.15,805.94
ORD-10689,2025-10-13,2025-10-15,East,Consumer,Standard Class,Furniture,Chairs,7,2371.82,0.15,576.32
ORD-10690,2025-12-30,2026-01-04,Central,Consumer,Standard Class,Furniture,Chairs,2,836.02,0.0,266.41
ORD-10691,2025-10-18,2025-10-21,West,Consumer,Standard Class,Office Supplies,Paper,6,56.9,0.05,26.63
ORD-10692,2025-12-06,2025-12-07,South,Corporate,Same Day,Furniture,Storage,1,170.45,0.05,48.22
ORD-10693,2025-12-12,2025-12-16,West,Consumer,Second Class,Furniture,Chairs,4,2017.98,0.0,662.02
ORD-10694,2025-02-02,2025-02-04,East,Home Office,Standard Class,Office Supplies,Paper,5,511.62,0.1,218.03
ORD-10695,2025-04-03,2025-04-08,Central,Corporate,Standard Class,Furniture,Chairs,7,1397.61,0.2,233.9
ORD-10696,2025-09-21,2025-09-23,Central,Consumer,Second Class,Office Supplies,Art,1,60.55,0.15,26.57
ORD-10697,2025-08-04,2025-08-07,East,Corporate,Standard Class,Furniture,Chairs,1,120.68,0.05,33.46
ORD-10698,2025-01-19,2025-01-20,South,Consumer,Standard Class,Technology,Laptops,2,1223.73,0.05,323.59
ORD-10699,2025-02-04,2025-02-09,Central,Corporate,Second Class,Technology,Phones,2,243.21,0.05,68.56
ORD-10700,2025-07-09,2025-07-14,East,Consumer,Second Class,Technology,Phones,7,4172.65,0.1,1399.68
ORD-10701,2025-08-13,2025-08-14,South,Consumer,Standard Class,Technology,Laptops,5,2878.17,0.2,837.55
ORD-10702,2025-03-03,2025-03-06,Central,Home Office,Same Day,Furniture,Bookcases,3,343.23,0.2,83.82
ORD-10703,2025-03-04,2025-03-05,Central,Consumer,First Class,Furniture,Storage,4,436.06,0.0,120.79
ORD-10704,2025-02-17,2025-02-19,West,Consumer,First Class,Furniture,Chairs,7,1893.29,0.15,620.24
ORD-10705,2025-07-26,2025-07-28,South,Consumer,Standard Class,Office Supplies,Labels,5,193.8,0.1,69.06
ORD-10706,2025-01-03,2025-01-07,West,Consumer,Standard Class,Technology,Phones,7,2503.32,0.1,899.76
ORD-10707,2025-07-28,2025-07-31,West,Consumer,First Class,Furniture,Tables,6,495.51,0.0,154.72
ORD-10708,2025-06-23,2025-06-28,Central,Consumer,Second Class,Office Supplies,Labels,4,321.48,0.05,125.16
ORD-10709,2025-06-20,2025-06-22,Central,Corporate,Second Class,Office Supplies,Labels,3,237.98,0.0,82.42
ORD-10710,2025-09-05,2025-09-07,East,Consumer,Standard Class,Office Supplies,Paper,7,338.91,0.1,145.95
ORD-10711,2025-07-10,2025-07-15,West,Consumer,Standard Class,Office Supplies,Paper,4,303.02,0.0,113.11
ORD-10712,2025-09-23,2025-09-26,Central,Consumer,Standard Class,Technology,Accessories,6,932.95,0.05,166.12
ORD-10713,2025-10-06,2025-10-11,East,Corporate,Standard Class,Office Supplies,Binders,2,154.87,0.15,55.79
ORD-10714,2025-12-02,2025-12-06,Central,Corporate,Second Class,Technology,Monitors,2,548.51,0.15,154.13
ORD-10715,2025-10-19,2025-10-21,West,Consumer,Second Class,Furniture,Storage,3,965.65,0.2,282.52
ORD-10716,2025-07-08,2025-07-10,South,Consumer,Second Class,Furniture,Storage,5,2128.69,0.05,624.92
ORD-10717,2025-06-29,2025-07-01,South,Consumer,Standard Class,Technology,Accessories,3,843.4,0.1,237.09
ORD-10718,2025-03-28,2025-04-01,East,Corporate,Standard Class,Technology,Laptops,6,2643.8,0.2,469.01
ORD-10719,2025-08-07,2025-08-09,West,Consumer,Second Class,Technology,Laptops,2,472.18,0.1,121.33
ORD-10720,2025-02-20,2025-02-24,Central,Corporate,Second Class,Technology,Laptops,3,1410.78,0.1,455.2
ORD-10721,2025-12-06,2025-12-07,West,Corporate,Standard Class,Furniture,Bookcases,2,975.82,0.05,396.27
